10 0.1427879333 0.1535189152 0.1875441074 1.4327640533
20 0.3709018230 0.3037068844 0.3054499626 1.2842061520
40 1.2190940380 0.8065481186 0.6636538506 2.2990851402
80 4.5098280907 2.5152459145 1.6594669819 15.5514991283
160 17.6248099804 9.5293478966 5.7849168777 13.6352910995
320 69.3816528320 35.7552020550 22.7987689972 47.7127339840
