10 0.1442749500 0.1546730995 0.1881821156 1.4813840389
20 0.3573439121 0.3333690166 0.3371608257 1.2734069824
40 1.2135069370 0.9849641323 0.7778429985 1.7696528435
80 4.4421198368 3.4146018028 2.2446341515 4.2789850235
160 17.1092951298 13.1193211079 8.1907448769 12.4329628944
320 67.4195511341 51.5190768242 31.6744458675 43.9672870636
